#      MET_(days)     MET_(hours)  Alt_J2_(km)  Alt_mer(km)  Perigee_(km)   Apogee_(km)  Latitude  Longitude  Eccentricity   TrueAnomly  Atm_Drag_(N)        Tn_(K)     F10.7_curr
      0.159027778       3.8166667     592.7818     599.7100      150.0000      600.0000   2.21834   20.69241   0.033352109  177.1862612    0.0000e+00        0.0000        116.000
      0.159375000       3.8250000     593.0086     599.9648      150.0000      600.0000   0.77318   21.70657   0.033352109  179.0194338    0.0000e+00        0.0000        116.000
      0.159722222       3.8333333     593.0163     599.9734      150.0000      600.0000  -0.67224   22.71992   0.033352109  180.8525371    0.0000e+00        0.0000        116.000
      0.160069444       3.8416667     592.8048     599.7358      150.0000      600.0000  -2.11743   23.73397   0.033352109  182.6857006    0.0000e+00        0.0000        116.000
      0.160416667       3.8500000     592.3742     599.2523      150.0000      600.0000  -3.56190   24.75024   0.033352109  184.5190538    0.0000e+00        0.0000        116.000
      0.160763889       3.8583333     591.7249     598.5234      150.0000      600.0000  -5.00515   25.77025   0.033352109  186.3527259    0.0000e+00        0.0000        116.000
      0.161111111       3.8666667     590.8571     597.5496      150.0000      600.0000  -6.44668   26.79554   0.033352109  188.1868461    0.0000e+00        0.0000        116.000
      0.161458333       3.8750000     589.7715     596.3321      150.0000      600.0000  -7.88598   27.82768   0.033352109  190.0215432    0.0000e+00        0.0000        116.000
      0.161805556       3.8833333     588.4687     594.8718      150.0000      600.0000  -9.32252   28.86824   0.033352109  191.8569456    0.0000e+00        0.0000        116.000
      0.162152778       3.8916667     586.9495     593.1703      150.0000      600.0000 -10.75574   29.91885   0.033352109  193.6931813    0.0000e+00        0.0000        116.000
      0.162500000       3.9000000     585.2147     591.2291      150.0000      600.0000 -12.18509   30.98116   0.033352109  195.5303778    0.0000e+00        0.0000        116.000
      0.162847222       3.9083333     583.2655     589.0501      150.0000      600.0000 -13.60998   32.05688   0.033352109  197.3686620    0.0000e+00        0.0000        116.000
      0.163194444       3.9166667     581.1031     586.6354      150.0000      600.0000 -15.02978   33.14776   0.033352109  199.2081598    0.0000e+00        0.0000        116.000
      0.163541667       3.9250000     578.7287     583.9874      150.0000      600.0000 -16.44385   34.25561   0.033352109  201.0489968    0.0000e+00        0.0000        116.000
      0.163888889       3.9333333     576.1440     581.1085      150.0000      600.0000 -17.85150   35.38231   0.033352110  202.8912973    0.0000e+00        0.0000        116.000
      0.164236111       3.9416667     573.3504     578.0017      150.0000      600.0000 -19.25201   36.52981   0.033352110  204.7351848    0.0000e+00        0.0000        116.000
      0.164583333       3.9500000     570.3499     574.6698      150.0000      600.0000 -20.64461   37.70012   0.033352110  206.5807817    0.0000e+00        0.0000        116.000
      0.164930556       3.9583333     567.1443     571.1161      150.0000      600.0000 -22.02846   38.89536   0.033352110  208.4282092    0.0000e+00        0.0000        116.000
      0.165277778       3.9666667     563.7357     567.3442      150.0000      600.0000 -23.40269   40.11772   0.033352110  210.2775874    0.0000e+00        0.0000        116.000
      0.165625000       3.9750000     560.1263     563.3576      150.0000      600.0000 -24.76637   41.36949   0.033352110  212.1290349    0.0000e+00        0.0000        116.000
      0.165972222       3.9833333     556.3187     559.1604      150.0000      600.0000 -26.11847   42.65305   0.033352110  213.9826688    0.0000e+00        0.0000        116.000
      0.166319444       3.9916667     552.3152     554.7566      150.0000      600.0000 -27.45792   43.97091   0.033352110  215.8386049    0.0000e+00        0.0000        116.000
      0.166666667       4.0000000     548.1188     550.1506      150.0000      600.0000 -28.78355   45.32566   0.033352110  217.6969571    0.0000e+00        0.0000        116.000
      0.167013889       4.0083333     543.7322     545.3470      150.0000      600.0000 -30.09409   46.72000   0.033352110  219.5578377    0.0000e+00        0.0000        116.000
      0.167361111       4.0166667     539.1585     540.3506      150.0000      600.0000 -31.38820   48.15675   0.033352110  221.4213571    0.0000e+00        0.0000        116.000
      0.167708333       4.0250000     534.4011     535.1664      150.0000      600.0000 -32.66440   49.63881   0.033352110  223.2876237    0.0000e+00        0.0000        116.000
      0.168055556       4.0333333     529.4634     529.7997      150.0000      600.0000 -33.92113   51.16920   0.033352110  225.1567438    0.0000e+00        0.0000        116.000
      0.168402778       4.0416667     524.3490     524.2557      150.0000      600.0000 -35.15669   52.75101   0.033352110  227.0288217    0.0000e+00        0.0000        116.000
      0.168750000       4.0500000     519.0617     518.5403      150.0000      600.0000 -36.36922   54.38742   0.033352110  228.9039593    0.0000e+00        0.0000        116.000
      0.169097222       4.0583333     513.6055     512.6592      150.0000      600.0000 -37.55678   56.08163   0.033352110  230.7822559    0.0000e+00        0.0000        116.000
      0.169444444       4.0666667     507.9847     506.6185      150.0000      600.0000 -38.71722   57.83687   0.033352110  232.6638087    0.0000e+00        0.0000        116.000
      0.169791667       4.0750000     502.2037     500.4244      150.0000      600.0000 -39.84827   59.65637   0.033352110  234.5487117    0.0000e+00        0.0000        116.000
      0.170138889       4.0833333     496.2671     494.0834      150.0000      600.0000 -40.94749   61.54327   0.033352110  236.4370567    0.0000e+00        0.0000        116.000
      0.170486111       4.0916667     490.1797     487.6020      150.0000      600.0000 -42.01228   63.50061   0.033352110  238.3289322    0.0000e+00        0.0000        116.000
      0.170833333       4.1000000     483.9466     480.9871      150.0000      600.0000 -43.03985   65.53121   0.033352110  240.2244238    0.0000e+00        0.0000        116.000
      0.171180556       4.1083333     477.5730     474.2457      150.0000      600.0000 -44.02726   67.63763   0.033352110  242.1236142    0.0000e+00        0.0000        116.000
      0.171527778       4.1166667     471.0644     467.3849      150.0000      600.0000 -44.97143   69.82206   0.033352110  244.0265824    0.0000e+00        0.0000        116.000
      0.171875000       4.1250000     464.4266     460.4120      150.0000      600.0000 -45.86910   72.08620   0.033352110  245.9334044    0.0000e+00        0.0000        116.000
      0.172222222       4.1333333     457.6654     453.3347      150.0000      600.0000 -46.71690   74.43115   0.033352110  247.8441524    0.0000e+00        0.0000        116.000
      0.172569444       4.1416667     450.7870     446.1604      150.0000      600.0000 -47.51134   76.85728   0.033352110  249.7588952    0.0000e+00        0.0000        116.000
      0.172916667       4.1500000     443.7978     438.8971      150.0000      600.0000 -48.24888   79.36408   0.033352110  251.6776977    0.0000e+00        0.0000        116.000
      0.173263889       4.1583333     436.7043     431.5528      150.0000      600.0000 -48.92592   81.95007   0.033352110  253.6006208    0.0000e+00        0.0000        116.000
      0.173611111       4.1666667     429.5135     424.1354      150.0000      600.0000 -49.53890   84.61262   0.033352110  255.5277215    0.0000e+00        0.0000        116.000
      0.173958333       4.1750000     422.2323     416.6533      150.0000      600.0000 -50.08431   87.34792   0.033352110  257.4590526    0.0000e+00        0.0000        116.000
      0.174305556       4.1833333     414.8681     409.1148      150.0000      600.0000 -50.55880   90.15084   0.033352110  259.3946626    0.0000e+00        0.0000        116.000
      0.174652778       4.1916667     407.4284     401.5284      150.0000      600.0000 -50.95923   93.01497   0.033352110  261.3345957    0.0000e+00        0.0000        116.000
      0.175000000       4.2000000     399.9209     393.9028      150.0000      600.0000 -51.28273   95.93259   0.033352110  263.2788913    0.0000e+00        0.0000        116.000
      0.175347222       4.2083333     392.3536     386.2465      150.0000      600.0000 -51.52677   98.89478   0.033352110  265.2275843    0.0000e+00        0.0000        116.000
      0.175694444       4.2166667     384.7346     378.5685      150.0000      600.0000 -51.68926  101.89157   0.033352110  267.1807049    0.0000e+00        0.0000        116.000
      0.176041667       4.2250000     377.0725     370.8775      150.0000      600.0000 -51.76858  104.91212   0.033352110  269.1382781    0.0000e+00        0.0000        116.000
      0.176388889       4.2333333     369.3758     363.1826      150.0000      600.0000 -51.76364  107.94500   0.033352110  271.1003242    0.0000e+00        0.0000        116.000
      0.176736111       4.2416667     361.6532     355.4928      150.0000      600.0000 -51.67388  110.97850   0.033352110  273.0668582    0.0000e+00        0.0000        116.000
      0.177083333       4.2500000     353.9140     347.8171      150.0000      600.0000 -51.49934  114.00086   0.033352110  275.0378898    0.0000e+00        0.0000        116.000
      0.177430556       4.2583333     346.1672     340.1647      150.0000      600.0000 -51.24060  117.00071   0.033352110  277.0134235    0.0000e+00        0.0000        116.000
      0.177777778       4.2666667     338.4222     332.5447      150.0000      600.0000 -50.89876  119.96725   0.033352110  278.9934583    0.0000e+00        0.0000        116.000
      0.178125000       4.2750000     330.6887     324.9664      150.0000      600.0000 -50.47546  122.89055   0.033352110  280.9779876    0.0000e+00        0.0000        116.000
      0.178472222       4.2833333     322.9763     317.4388      150.0000      600.0000 -49.97275  125.76178   0.033352110  282.9669994    0.0000e+00        0.0000        116.000
      0.178819444       4.2916667     315.2950     309.9713      150.0000      600.0000 -49.39308  128.57329   0.033352110  284.9604757    0.0000e+00        0.0000        116.000
      0.179166667       4.3000000     307.6547     302.5730      150.0000      600.0000 -48.73920  131.31874   0.033352110  286.9583929    0.0000e+00        0.0000        116.000
      0.179513889       4.3083333     300.0657     295.2530      150.0000      600.0000 -48.01412  133.99311   0.033352110  288.9607217    0.0000e+00        0.0000        116.000
      0.179861111       4.3166667     292.5382     288.0205      150.0000      600.0000 -47.22101  136.59265   0.033352110  290.9674266    0.0000e+00        0.0000        116.000
      0.180208333       4.3250000     285.0825     280.8845      150.0000      600.0000 -46.36318  139.11485   0.033352110  292.9784665    0.0000e+00        0.0000        116.000
